50	Asynchronous Programming Node.js heavily emphasizes asynchronous programming patterns. |This allows developers to write code that doesn't block the execution of other tasks while waiting for certain operations to complete.  This approach enhances the application's responsiveness and throughput. https://www.geeksforgeeks.org/how-node-js-overcome-the-problem-of-blocking-of-i-o-operations/|  R untime|  E nvironment
51	Scalability Due to its non-blocking architecture, Node.js is well-suited for building scalable applications that can handle a large number of concurrent connections.|This makes it a popular choice for real-time applications like chat applications, online gaming, and streaming services. https://www.cygnismedia.com/blog/why-nodejs-is-the-top-choice-for-web-development/  |R untime  |E nvironment
52	Server-side Capabilities Node.js can function as a web server, handling incoming HTTP requests and serving responses.|Developers can build web applications, APIs, and microservices using the same language for both client and server, which can streamline development and maintenance. R untime|  E nvironment
53	
54	NPM (Node Package Manager) NPM is a powerful package manager that comes bundled with Node.js.|It provides access to a vast ecosystem of open-source libraries and modules that can be easily integrated into Node.js applications, saving developers time and effort by avoiding the need to reinvent the wheel. https://www.npmjs.com/  |R untime  |E nvironment
55	Community and Ecosystem Node.js has a large and active community that continuously contributes to its growth. |The ecosystem includes various tools, frameworks, and libraries that extend its capabilities and make development more efficient. R untime|  E nvironment
56	In summary, Node.js provides a runtime environment that allows developers to use JavaScript beyond the browser, enabling them to create high-performance, scalable, and real-time applications for various use cases. R|untime   E|nvironment
57	… we can leverage our existing  JavaScript|  expertise  to develop backend applications, server apps, REST APIs, etc.|R untime  |E nvironment
58	Runtime Environment  =|JavaScript Library +
59	https://levelup.gitconnected.com/nodejs-runtime-environment-libuv-library-event-loop-thread-pool-5f5ecadc0318  |Node.js Architecture
60	https://levelup.gitconnected.com/nodejs-runtime-environment-libuv-library-event-loop-thread-pool-5f5ecadc0318  |Node.js Architecture
61	Node.js also comes with a toolbox called NPM, which has all sorts of ready-made tools (like Lego blocks) that developers can use to build their programs. Instead of building everything from scratch, you can use these tools to save time and make your app even better.
62	npm  is a package manager for Node.js packages (JS modules)|Node.js packages contains all the files you need for a module. Modules are JavaScript libraries you can include in your project.
63	My Project And many other JavaScript libraries
64	node_modules
65	npm install {package-name}
66	npm  consists of|Website to discover packages Command line interface (CLI) A registry - database with JS software/ libraries (node modules)|https://docs.npmjs.com/about-npm/
67	Node.js HTTP Module
68	
69	https://www.w3schools.com/nodejs/nodejs_http.asp  
70	Øvelse Hello HTTP Module
71	Getting Started with Postman  |Postman is a software tool for working with APIs. We can use it as client to test our backend API’s and to test APIs in general.  It helps developers send requests and receive responses from APIs.|Postman tests API functionality and documents how to use APIs. It simplifies API development and testing. Developers collaborate using Postman to work together effectively.
72	users  |DATA SOURCE POSTMAN FETCH(|GET, POST, PUT, DELETE ) JSON DATA|RESPONSE REQUEST FIREBASE REST API|Web Development users  |SERVER CLIENT
73	DATA SOURCE POSTMAN|FETCH( GET, POST, PUT, DELETE )|JSON DATA RESPONSE REQUEST|FIREBASE REST API Web Development SERVER|CLIENT
74	Backend Frontend|REQUEST RESPONSE
75	Backend Client|REQUEST RESPONSE
76	Node.js File System Allows us to work with the file system on the computer or server
77	https://www.w3schools.com/nodejs/nodejs_filesystem.asp  
78	Øvelse Node.js File System
79	Wrap Up NPM &amp; JavaScript Libraries|Node.js NPM   Node.js Upload Files|Node.js Send an Email Brug ChatGPT og Google
80	What’s Node.js? Important features of Node.js|What did we build? What improvements can be made? How can we simplify the implementation of the different concepts?|With your own words
81	Why do we need it?
82	Code  Every |Day 🤷🏼‍♂️
83	Introduction to
84	A popular, minimalist web application framework for building APIs and web applications using Node.js. It simplifies the process of building web applications and APIs by providing a set of tools and utilities.
85	A minimal and flexible Node.js web application framework that provides a robust set of features for web and mobile applications
86	Express.js is known for its flexibility and ease of use, making it an ideal choice for developers who want to build web applications quickly and efficiently. With its built-in middleware functions, routing system, and template engines, Express.js simplifies the process of building complex web applications.
87	My Project And many other JavaScript libraries
88	—&gt; +|HTTP Module Why Express.js?
89	—&gt; Simple GET Request
90	—&gt; “Simple” POST Request
91	What is it used for? Single-page applications (SPAs)|Express.js creates SPAs that load all resources on a single page, ensuring a seamless user experience. Mobile applications Express.js builds mobile apps using web technologies like HTML, CSS, and JavaScript.|RESTful APIs Express.js crafts RESTful APIs for data manipulation and access by other applications. Server-side rendering|Express.js enables server-side rendering, rendering pages on the server before sending to the client. Real-time applications Express.js constructs real-time apps, facilitating ongoing client-server communication.|Microservices Express.js constructs microservices, small independent units combined to create larger applications.
92	Key Features Minimalistic Framework|Express is a lightweight and minimal web application framework for Node.js. Routing It offers a powerful routing system to handle different HTTP methods and URL patterns.|Middleware Express uses middleware to handle various tasks, such as authentication, logging, and data parsing. HTTP Utility Methods|Provides easy-to-use methods for interacting with the HTTP protocol. Extensibility Allows integration of third-party middleware and extensions for added functionality.|Static File Serving Simplifies serving static files like CSS, JavaScript, and images. Error Handling|Offers error handling mechanisms for a better user experience. Flexible for APIs Suitable for building RESTful APIs with its routing and middleware capabilities.|Easy to Use Express.js is easy to use and requires minimal configuration, making it ideal for developers who want to build web applications quickly.
93	Streamlines and simplifies the implementation of REST API
94	But RACE, how do you know all that stuff?
95	Routing
96	What’s a Router?
97	What’s a Router? “|It is the piece of software in charge to organize the states of the application, switching between different views. ” Routes organize how your application handles different requests, making your code structured and maintainable.|https://medium.com/@fro_g/routing-in-javascript-d552ff4d2921
98	
99	Client Server|Router Incoming request URL GET “/posts”|DELETE “/posts” PUT “/posts” POST “/posts”|Based on the request URL and method, the router decides what to do
100	Routes in Express.js Routes are a fundamental concept that helps you define |how your web application  responds to different types of HTTP requests  at different URLs. |Think of routes as the paths your application can take based on the URLs that users request.
101	Routes in Express.js The Express routing is built upon Node.js HTTP Module and it |simplifies the process of handling different URL paths and HTTP methods  in your web application.  Express routing enables you to define routes for different endpoints, |simplifying request handling .  This enhances and streamlines code organization, and readability, and lets you focus on building functionality rather than intricate routing logic.
102	Routes determine how your application responds to specific URLs and HTTP methods. Each route combines an HTTP method (like GET, POST) with a URL path.|When a client request matches a route, a corresponding route handler function is executed to process the request and send a response. Routes in Express.js
103	Middleware, JSON Request and Response
104	Node.js WEB APP|FETCH( GET, POST, PUT, DELETE )|RESPONSE {JSON DATA} REQUEST {JSON DATA} REST API|Web Development SERVER CLIENT
105	In Express.js, middleware refers to functions that are  executed during the request-response cycle| of a web application. These functions have access to the request and response objects and can modify them, perform tasks, or control the flow of the application. Express.js allows you to add middleware at the application level using  app.use()| or at specific route levels. Middleware functions are executed in the order they are added, so the order matters. For instance, using  app.use(express.json())| is a middleware that automatically parses incoming JSON data from requests, making it accessible as JavaScript objects in your route handlers. This simplifies handling JSON data. Similarly,  app.use(cors())| is middleware that enables Cross-Origin Resource Sharing (CORS), allowing your server to respond to requests from different domains. This is essential for security when your frontend and backend are on separate domains. In both cases, middleware helps simplify and enhance the functionality of your Express application by handling common tasks automatically before your route handlers are executed.
106	
107	Exercises Getting Started with Express.js|Node.js og MySQL
108	Request object req.body|,  req.query  &amp; |req.params
109	req.params : Route-parametre fra stien (path). Altid strings. Bruges til ressource-identifikation.|req.query : Querystring fra URL’en. Altid strings (eller arrays af strings). Bruges til filtrering/sortering/pagination. req.body|: Request-krop (POST/PUT/PATCH m.fl.). Kræver body-parser middleware og korrekt  Content-Type . Indeholder typisk JSON eller form-data.|Tommelfingerregel: ID i path →  params| • Filtre/valg →  query  • Data til oprettelse/ændring → |body . req.body|,  req.query  &amp; |req.params
110	req.params : Route-parametre fra stien (path). Altid strings. Bruges til ressource-identifikation.|Demo-URL:  GET  |http://localhost:3000/todos/3   Brug til: Identificer en specifik ressource (|/todos/3 ). req.params |(path params)
111	req.query : Querystring fra URL’en. Altid strings (eller arrays af strings). Bruges til filtrering/sortering/pagination.|Demo-URL: GET http://localhost:3000/search?term=react&amp;limit=10&amp;page=2 Brug til: Filter, sortering, pagination. req.query |(Querystring)
112	req.body : Request-krop (POST/PUT/PATCH m.fl.). |Kræver body-parser middleware og korrekt  Content-Type .|Indeholder typisk JSON eller form-data.  Data til oprettelse/ændring → body req.body |(JSON/form-data)
113	Code  Every |Day 🤷🏼‍♂️
